Date,Stock_Close,Stock_Dividends,r,RV,K,Expiry,Call_Close,Call_Sym,Put_Close,Put_Sym,Call_imp_vol,Put_imp_vol,Straddle_imp_vol,VRP,Straddle_Delta,Straddle_Gamma,Straddle_Vega,Straddle_Theta,Straddle_Rho,Straddle_Vanna,Straddle_Volga,Call_Delta,Call_Gamma,Call_Vega,Call_Theta,Call_Rho,Call_Vanna,Call_Volga,Put_Delta,Put_Gamma,Put_Vega,Put_Theta,Put_Rho,Put_Vanna,Put_Volga,Force_Close
2024-05-01,500.3500061035156,0.0,0.0547,0.13724505758199476,500.0,2024-06-07,10.8,O:SPY240607C00500000,7.25,O:SPY240607P00500000,0.13928997729663617,0.13497104637151888,0.13713087237030266,-0.00011418521169209717,0.13391728475249265,0.03503319970308687,128.83073362735735,-85.1225406867642,0.05245233668922414,-0.7102719978550223,19.625336873152733,0.5661921773312143,0.017246511963373255,64.43653576041372,-56.79046613626954,0.29195813505368123,-0.3420434805616201,9.337720101401658,-0.43227489257872165,0.01778668773971361,64.39419786694364,-28.332074550494653,-0.2395057983644571,-0.36822851729340217,10.287616771751075,False
2024-05-02,505.0299987792969,0.0,0.055099999999999996,0.13696695782026921,500.0,2024-06-07,13.37,O:SPY240607C00500000,5.52,O:SPY240607P00500000,0.138458506273116,0.13869712452138855,0.1385778219804168,0.0016108641601475793,0.29222627447408445,0.033085027587930596,120.6513230883941,-88.1167319013484,0.13277852821682817,-1.7729257472158941,107.80765088527176,0.6462189002018898,0.016554992573443627,60.31923034338455,-57.719419284868366,0.32292611864615467,-0.8879976167788498,54.03804735293273,-0.3539926257278053,0.016530035014486973,60.33209274500955,-30.397312616480043,-0.1901475904293265,-0.8849281304370443,53.76960353233902,False
2024-05-03,511.2900085449219,0.0,0.055099999999999996,0.13923612038623373,500.0,2024-06-07,17.27,O:SPY240607C00500000,3.16,O:SPY240607P00500000,0.1338987814239582,0.13204311900331242,0.13297237483263016,-0.006263745553603567,0.5064170002526991,0.029476470059459685,101.64698114468109,-81.2637086319707,0.2366031273675562,-3.0511573827371,336.42526703383146,0.751793095256577,0.014680648159804013,50.9795426339624,-54.63153495182693,0.36420069255729026,-1.5082796153215066,165.20350048238126,-0.24537609500387791,0.01479582189965567,50.66743851071868,-26.63217368014378,-0.12759756518973406,-1.5428777674155936,171.22176655145017,False
2024-05-06,516.5700073242188,0.0,0.055099999999999996,0.14458153527519468,500.0,2024-06-07,20.19,O:SPY240607C00500000,2.16,O:SPY240607P00500000,0.10562203271382004,0.13674100872465098,0.12220533413290978,-0.022376201142284904,0.70120528512356,0.023853005122791412,73.52390642363662,-66.314446438329,0.32368725644957996,-3.838547346599503,651.2026697268179,0.8805031190515402,0.011845192810084358,31.7955052365678,-41.58040374123388,0.4139538120547157,-2.161961703444042,405.8312791779797,-0.17929783392798027,0.012007812312707056,41.728401187068826,-24.734042697095123,-0.09026655560513573,-1.676585643155461,245.37139054883824,False
2024-05-07,517.1400146484375,0.0,0.055099999999999996,0.1445751784971259,500.0,2024-06-07,21.59,O:SPY240607C00500000,1.83,O:SPY240607P00500000,0.13620518213808408,0.13332863847350623,0.1347738649442792,-0.009801313552846691,0.6688458226732839,0.02363191617685461,77.73580234934813,-75.16527595758325,0.29431506294843607,-3.437825398796292,522.0405187422195,0.8319506978459121,0.011803961459616544,39.243252629541736,-51.798379756732004,0.3729696392709798,-1.6980208615116692,255.17953788517184,-0.16310487517262828,0.011827954717238066,38.4925497198064,-23.36689620085124,-0.07865457632254375,-1.739804537284623,266.86098085704765,False
2024-05-08,517.1900024414062,0.0,0.055099999999999996,0.13982256860031453,500.0,2024-06-07,21.48,O:SPY240607C00500000,1.72,O:SPY240607P00500000,0.13764077815199996,0.1330926364560113,0.13538451379835603,-0.0044380548019584964,0.6756421915070064,0.023730497700439113,75.01234844507889,-76.14659431567517,0.2848086709067685,-3.429385688367215,516.6995596047526,0.8339219061682116,0.011851698761174331,38.09343235383888,-52.61015736094592,0.3577759364728472,-1.6827112850944612,249.36988244416133,-0.15827971466120516,0.01187879893926478,36.91891609124,-23.53643695472926,-0.07296726556607874,-1.746674403272754,267.3296771605913,False
2024-05-09,520.1699829101562,0.0,0.055099999999999996,0.13874075705470004,500.0,2024-06-07,23.63,O:SPY240607C00500000,1.21,O:SPY240607P00500000,0.13151857320915517,0.13286983753038684,0.13219651016443965,-0.006544246890260397,0.7603025021032934,0.020136478014123507,60.021810048145824,-68.03150053801559,0.3088721162713493,-3.439731441846308,607.3047348445152,0.881313263472096,0.010050869865154279,29.80575084513239,-47.477688003928755,0.3623355876656451,-1.7259837016392232,306.23405552345724,-0.12101076136880262,0.01008560814896923,30.21605920301343,-20.55381253408683,-0.053463471394295824,-1.7137477402070849,301.07067932105804,False
2024-05-10,520.8400268554688,0.0,0.055099999999999996,0.1284320288543513,500.0,2024-06-07,24.43,O:SPY240607C00500000,1.11,O:SPY240607P00500000,0.14499799417265175,0.13493621843446066,0.14008586329668762,0.011653834442336336,0.7566834746729801,0.01964550464512979,59.22501415402086,-72.62127672178,0.2925166994204517,-3.2509432576034207,557.5036159284562,0.8701589812787102,0.009934682711379225,31.01374102049514,-51.956638367992845,0.34030446601407205,-1.5835093348949947,261.88987916956194,-0.11347550660573003,0.009710821933750564,28.211273133525722,-20.664638353787165,-0.04778776659362033,-1.6674339227084258,295.6137367588943,False
2024-05-13,520.9099731445312,0.0,0.055,0.11819951987478809,500.0,2024-06-07,23.7,O:SPY240607C00500000,1.12,O:SPY240607P00500000,0.12280928130272396,0.13859760100316088,0.1310792769625783,0.012879757087790197,0.7980579050976736,0.01881418137830212,50.41787972610062,-65.45294917667735,0.29472341731476276,-3.339598610434048,612.205380948285,0.9122525209890104,0.009071828579799606,22.793154270458736,-43.39576702924006,0.34041774952297266,-1.7141488774466804,332.16141172671126,-0.11419461589133684,0.009742352798502515,27.624725455641883,-22.057182147437288,-0.04569433220820991,-1.6254497329873672,280.0439692215738,False
2024-05-14,523.2999877929688,0.0,0.055,0.11790331612196764,500.0,2024-06-07,26.27,O:SPY240607C00500000,0.82,O:SPY240607P00500000,0.14759464933524347,0.1395955918594488,0.14368762168586258,0.025784305563894938,0.8093128332964238,0.01685764481448987,47.373296252011116,-69.48273932287319,0.2831595684176508,-2.9949927059392873,548.6107985886545,0.8986626586103679,0.008584675018852515,24.783799457192988,-50.02570203599987,0.3171429702005728,-1.482208698784798,264.09164115893174,-0.08934982531394409,0.008272969795637353,22.589496794818128,-19.457037286873312,-0.033983401782922015,-1.5127840071544891,284.5191574297228,False
