Date,Stock_Close,Stock_Dividends,r,RV,Call_Close,Call_Sym,Put_Close,Put_Sym,Call_imp_vol,Put_imp_vol,Straddle_imp_vol,VRP,Straddle_Delta,Straddle_Gamma,Straddle_Vega,Straddle_Theta,Straddle_Rho,Straddle_Vanna,Straddle_Volga,Call_Delta,Call_Gamma,Call_Vega,Call_Theta,Call_Rho,Call_Vanna,Call_Volga,Put_Delta,Put_Gamma,Put_Vega,Put_Theta,Put_Rho,Put_Vanna,Put_Volga,Force_Close
2024-05-01,30.3700008392334,0.0,0.0547,0.40888432550131426,1.6,O:INTC240607C00030000,1.03,O:INTC240607P00030000,0.3333122720048143,0.32693121178140677,0.33012204558849334,-0.07876227991282092,0.17546811755646174,0.2372487310664807,7.739115210380511,-12.070295792107203,0.002891750225837625,-0.2681169469511103,0.5910395984574139,0.5873064559122404,0.11750678555325308,3.8705000847137354,-6.908533909284344,0.017396247384580642,-0.13026877522478253,0.2857029716024654,-0.41183833835577865,0.11974194551322763,3.868615125666776,-5.161761882822859,-0.014504497158743017,-0.1378481717263278,0.30533662685494856,False
2024-05-02,30.510000228881836,0.0,0.055099999999999996,0.4139936830362662,1.45,O:INTC240607C00030000,1.01,O:INTC240607P00030000,0.27840735966159547,0.3422113462183966,0.31039008011817937,-0.10360360291808685,0.21926692720568708,0.254919721703486,7.520892681995371,-11.548982348251641,0.0043641144436534045,-0.4535148751699797,1.258125424224781,0.6166851542393208,0.1399181187976717,3.7412083761186206,-6.004471698343368,0.01791633607626086,-0.2843326191627354,0.8269877943412081,-0.3974182270336337,0.11500160290581429,3.7796843058767506,-5.544510649908275,-0.013552221632607456,-0.16918225600724426,0.43113762988357296,False
2024-05-03,30.899999618530273,0.0,0.055099999999999996,0.4205616693759671,1.6,O:INTC240607C00030000,0.76,O:INTC240607P00030000,0.25627822847103277,0.31952565116139736,0.288160328090191,-0.13240134128577613,0.33715571393498023,0.2614318081947732,7.056323724859661,-10.701536533725562,0.007994158166643062,-0.8908016026990726,3.858087924748765,0.6823455275533807,0.14293126116830446,3.469727394957947,-5.555241231303363,0.01932983783839812,-0.5474606023184299,2.526996995237486,-0.3451898136184005,0.11850054702646873,3.586596329901714,-5.1462953024222,-0.011335679671755059,-0.3433410003806427,1.3310909295112787,False
2024-05-06,30.969999313354492,0.125,0.055099999999999996,0.4219136789155369,1.78,O:INTC240607C00030000,0.72,O:INTC240607P00030000,0.30147819376826396,0.32079180748436686,0.3111570343375206,-0.11075664457801626,0.3360174567996168,0.2443415409218195,6.938765650776899,-11.771438759378995,0.007529962291772052,-0.7911642600666624,3.2903595471164486,0.6718217406042599,0.1254055807652707,3.453550896722726,-6.514494172132534,0.018120303662106495,-0.4217898979409612,1.7937135104682886,-0.3358042838046431,0.11893596015654881,3.485214754054173,-5.256944587246462,-0.010590341370334443,-0.36937436212570113,1.4966460366481598,False
2024-05-07,30.68000030517578,0.0,0.055099999999999996,0.4159187780359376,1.58,O:INTC240607C00030000,0.71,O:INTC240607P00030000,0.30606071652040756,0.2947095262237031,0.3003898744344711,-0.11552890360146645,0.27206901226825775,0.2698358089453473,6.961050971748074,-11.789133110685182,0.005528284909787205,-0.6433826047147466,2.075778342899553,0.6342100998090107,0.13259666994237773,3.4864081034078453,-6.830646187001196,0.016316826161935645,-0.307939420925572,0.9790611559436397,-0.3621410875407529,0.13723913900296955,3.4746428683402284,-4.958486923683986,-0.01078854125214844,-0.33544318378917465,1.0967171869559134,False
2024-05-08,30.0,0.0,0.055099999999999996,0.41233936929592985,1.14,O:INTC240607C00030000,0.98,O:INTC240607P00030000,0.30240976741139725,0.2978526377443119,0.3001312032103539,-0.11220816608557593,0.07853360859372693,0.29847713362346784,7.03820408144081,-12.111207759903056,0.0002060389552325289,-0.02622734689603408,0.022920957741682332,0.5392369427719592,0.14810666974538353,3.5191281360539897,-6.923615523696998,0.01312763421545607,-0.012024162876241194,0.010499636232162723,-0.4607033341782323,0.15037046387808434,3.519075945386821,-5.18759223620606,-0.012921595260223542,-0.014203184019792887,0.012421321509519611,False
2024-05-09,30.09000015258789,0.0,0.055099999999999996,0.4073932688607124,1.19,O:INTC240607C00030000,0.9,O:INTC240607P00030000,0.3107608273923292,0.29255110426841896,0.30165676741600034,-0.10573650144471208,0.10402526130532641,0.3021882901658918,6.871619701773657,-12.49456577694616,0.000866766773791024,-0.11493258794117045,0.1306878281543448,0.5514912955916197,0.14655969481680378,3.436401934918874,-7.256175612872467,0.012836977640419321,-0.05056699591101039,0.05685042033797375,-0.4474660342862933,0.15562859534908804,3.4352177668547834,-5.238390164073692,-0.011970210866628297,-0.06436559203016007,0.07383740781637103,False
2024-05-10,29.850000381469727,0.0,0.055099999999999996,0.37785880252802473,0.96,O:INTC240607C00030000,0.93,O:INTC240607P00030000,0.2889799569767661,0.274338296652074,0.281658978521824,-0.09619982400620075,0.025216300978672113,0.33692544385849277,6.706282355789243,-11.837302486749678,-0.000902613814418583,0.13519908132697397,-0.03592496022360227,0.5131029223152518,0.16407746815950916,3.3530096621419423,-6.895423649542371,0.011393747957812285,0.06700296188299432,-0.01850926929937025,-0.4878866213365797,0.17284797569898364,3.3532726936473005,-4.941878837207308,-0.012296361772230868,0.06819611944397966,-0.017415690924232022,False
2024-05-13,30.510000228881836,0.0,0.055,0.3825264928801985,1.33,O:INTC240607C00030000,0.7,O:INTC240607P00030000,0.2965358186929098,0.2978331666229411,0.29718449691534055,-0.08534199596485798,0.23444665356057426,0.30654067312311295,6.393663816725441,-12.882415241976112,0.00386255482627303,-0.556231904276654,1.3895699338317877,0.6174037314590418,0.15358327702655888,3.1963812278261945,-7.248570236992254,0.013199713165651963,-0.27951954921240013,0.6993929007092592,-0.38295707789846756,0.15295739609655404,3.197282588899247,-5.633845004983859,-0.009337158339378933,-0.2767123550642539,0.6901770331225285,False
2024-05-14,31.049999237060547,0.0,0.055,0.39300563632173025,1.55,O:INTC240607C00030000,0.47,O:INTC240607P00030000,0.2587618627254799,0.2897285492723899,0.2743644500017166,-0.11864118632001364,0.425243945935348,0.30011676791968933,5.654799545307171,-11.480198467041005,0.007988445854897958,-1.218552799581336,5.705108303429787,0.7220103705324756,0.15621555080985297,2.7836824106732347,-6.189939100733797,0.01490601532441653,-0.6736697893148731,3.2917757761131003,-0.29676642459712765,0.14390121710983636,2.871117134633936,-5.2902593663072075,-0.006917569469518572,-0.544883010266463,2.413332527316687,False
