Date,Stock_Close,Stock_Dividends,r,RV,Call_Close,Call_Sym,Put_Close,Put_Sym,Call_imp_vol,Put_imp_vol,Straddle_imp_vol,VRP,Straddle_Delta,Straddle_Gamma,Straddle_Vega,Straddle_Theta,Straddle_Rho,Straddle_Vanna,Straddle_Volga,Call_Delta,Call_Gamma,Call_Vega,Call_Theta,Call_Rho,Call_Vanna,Call_Volga,Put_Delta,Put_Gamma,Put_Vega,Put_Theta,Put_Rho,Put_Vanna,Put_Volga,Force_Close
2024-05-01,144.27000427246094,0.0,0.0547,0.5760902455976976,8.35,O:AMD240607C00145000,8.27,O:AMD240607P00145000,0.44065937553453094,0.4426464803496572,0.44165291199982165,-0.13443733359787596,0.06210035658061108,0.038140415395702246,37.564675023990226,-77.0035138824862,-0.008207979954424988,0.12005279227990817,-0.4416959816509617,0.5309905388682291,0.019113331254040994,18.78255693608109,-42.35824938176472,0.07313143640480826,0.06000429534009489,-0.22034162671850765,-0.46889018228761803,0.01902708414166125,18.782118087909137,-34.645264500721474,-0.08133941635923325,0.06004849693981329,-0.22135435493245403,False
2024-05-02,146.16000366210938,0.0,0.055099999999999996,0.5141207601709877,8.6,O:AMD240607C00145000,7.0,O:AMD240607P00145000,0.4071101985690722,0.4277976781174701,0.41745469579696665,-0.09666606437402109,0.13414683264546878,0.04015918310543226,36.928203421257734,-74.92850476126382,0.004134104774550382,-0.06587860558368673,0.5228555698341197,0.5674129192707946,0.020574200529334473,18.461409180669463,-40.51861095997533,0.07669285449690774,-0.037694137327611274,0.30047236900841595,-0.43326608662532584,0.019584982576097785,18.466794240588275,-34.4098938012885,-0.07255874972235736,-0.028184468256075453,0.2223832008257038,False
2024-05-03,150.60000610351562,0.0,0.055099999999999996,0.5165337525991927,11.15,O:AMD240607C00145000,5.08,O:AMD240607P00145000,0.40672595940480566,0.4250453205632232,0.4158962910741569,-0.10063746152503578,0.30838344082461655,0.037401269857689934,34.983334527596696,-74.99575492717703,0.02997276594286749,-0.4716468281227913,8.881298668343486,0.6563494727694029,0.019069120725583512,17.451067860939123,-40.60498621137097,0.08700023274316603,-0.24821689217100867,4.73929767206662,-0.34796603194478637,0.018332149132106425,17.532266666657573,-34.39076871580606,-0.057027466800298535,-0.22342993595178262,4.142000996276868,False
2024-05-06,155.77999877929688,0.0,0.055099999999999996,0.5357717041140094,14.4,O:AMD240607C00145000,3.32,O:AMD240607P00145000,0.3907491031666369,0.42084915459885064,0.40590353559851644,-0.129868168515493,0.5021312657441034,0.03252523628383139,30.478374716168098,-68.29964374098986,0.05762095996634285,-0.8652267514318268,28.25986225648338,0.7575645062901811,0.016639931025109973,15.027391631849559,-36.53678218853324,0.09867942653821245,-0.4622987390032617,15.523861926147267,-0.25543324054607774,0.015885305258721415,15.450983084318537,-31.762861552456624,-0.041058466571869595,-0.40292801242856513,12.736000330336115,False
2024-05-07,154.42999267578125,0.0,0.055099999999999996,0.5349571840658991,13.2,O:AMD240607C00145000,3.2,O:AMD240607P00145000,0.38794486983437476,0.39827040868799324,0.39311862094402317,-0.14183856312187593,0.4728391332820152,0.03562420609536357,30.478717596103486,-68.76079523799321,0.05167748053412502,-0.8537424846561273,25.194326178126467,0.738622851860446,0.017970066859375928,15.17435720052733,-37.80719318168635,0.0920598014630302,-0.43755788473447726,13.046781040118743,-0.26578371857843075,0.017654139235987645,15.304360395576154,-30.953602056306856,-0.040382320928905174,-0.4161845999216501,12.147545138007725,False
2024-05-08,153.6199951171875,0.0,0.055099999999999996,0.5312723997103419,12.42,O:AMD240607C00145000,3.37,O:AMD240607P00145000,0.3856859603383259,0.4032097023336845,0.39447557204067707,-0.13679682766966483,0.448338432705892,0.03734001465748786,30.333912295814148,-71.46220519079543,0.046342954466221636,-0.8117843858030023,21.95214089523602,0.7277228639697206,0.018966569911932935,15.070937202949414,-38.76606578409083,0.08675401673862188,-0.42354273745251597,11.648929823357294,-0.2793844312638286,0.01837344474555493,15.262975092864734,-32.6961394067046,-0.04041106227240024,-0.38824164835048636,10.303211071878728,False
2024-05-09,152.38999938964844,0.0,0.055099999999999996,0.5239152073093453,11.9,O:AMD240607C00145000,3.4,O:AMD240607P00145000,0.41965391668447116,0.3905325145223423,0.4051487997204067,-0.11876640758893858,0.3992779357385654,0.039078379588769876,30.604207414221165,-76.9153699126565,0.037954970319583364,-0.6996937149556344,16.14450817352367,0.6945565303942209,0.018986140546048576,15.41912257230209,-44.000456231108195,0.07828622436904303,-0.32378609576198325,7.247326292143442,-0.29527859465565554,0.020092239042721304,15.185084841919076,-32.9149136815483,-0.04033125404945967,-0.3759076191936512,8.897181881380227,False
2024-05-10,151.9199981689453,0.0,0.055099999999999996,0.5050582980755218,11.0,O:AMD240607C00145000,3.28,O:AMD240607P00145000,0.3931901083901621,0.38196357549267423,0.3875855600178242,-0.11747273805769765,0.3981264187116429,0.04198685272291422,29.80293187385076,-75.31992576829145,0.03666933714419171,-0.741462087699452,16.561570940478138,0.6969829548715578,0.020754806373726124,14.94791493040669,-42.25564471012505,0.07530607081577234,-0.35972903252597926,7.940325352586621,-0.2988565361599149,0.021232046349188096,14.85501694344407,-33.064281058166415,-0.03863673367158063,-0.3817330551734728,8.621245587891517,False
2024-05-13,150.55999755859375,0.0,0.055,0.5024813441066992,9.75,O:AMD240607C00145000,3.63,O:AMD240607P00145000,0.38328119240545966,0.3859657589802713,0.3846238341033459,-0.11785751000335332,0.3461069199277701,0.04538055797435593,29.831383912444988,-78.22003040108294,0.02920108267330928,-0.6430400385879786,11.91956654296332,0.6734850208093695,0.022757296161851747,14.907692590282338,-42.93251373273662,0.069101117408223,-0.3239374195941856,6.0204912947582745,-0.32737810088159935,0.022623261812504188,14.92369132216265,-35.287516668346306,-0.03990003473491372,-0.31910261899379305,5.899075248205045,False
2024-05-14,153.16000366210938,0.0,0.055,0.5011874891066219,11.04,O:AMD240607C00145000,2.7,O:AMD240607P00145000,0.35525415854715253,0.38451703463665055,0.3699869765281678,-0.1312005125784541,0.48028082775519754,0.04286818293685006,26.541390703182394,-72.0487757764883,0.042728438098447355,-0.9576156995423022,25.30232854948339,0.7471311857503011,0.02198468571615877,13.086458502852741,-38.22961545955983,0.07385043938970873,-0.5134408547926895,13.986620966697819,-0.2668503579951036,0.02088349722069129,13.454932200329653,-33.81916031692846,-0.03112200129126137,-0.4441748447496126,11.31570758278557,False
