Date,Stock_Close,Stock_Dividends,r,RV,K,Expiry,Call_Close,Call_Sym,Put_Close,Put_Sym,Call_imp_vol,Put_imp_vol,Straddle_imp_vol,VRP,Straddle_Delta,Straddle_Gamma,Straddle_Vega,Straddle_Theta,Straddle_Rho,Straddle_Vanna,Straddle_Volga,Call_Delta,Call_Gamma,Call_Vega,Call_Theta,Call_Rho,Call_Vanna,Call_Volga,Put_Delta,Put_Gamma,Put_Vega,Put_Theta,Put_Rho,Put_Vanna,Put_Volga,Force_Close
2024-05-01,378.8900146484375,0.0,0.0547,0.11313627906267884,379.0,2024-06-07,9.05,O:DIA240607C00379000,5.5,O:DIA240607P00379000,0.16121478692014846,0.1317135116749762,0.14647385049909356,0.03333757143641472,0.1124049293562539,0.043926398423673255,97.96640625001275,-68.50268320922649,0.03004189856822964,-0.5166005821559445,9.205961856706042,0.5524866872012899,0.01978016521232304,49.04834202077239,-47.85622575777509,0.214587523935818,-0.19423221956968723,3.1784387586659677,-0.440081757845036,0.02414623321135021,48.918064229240365,-20.646457451451397,-0.18454562536758837,-0.32236836258625734,6.027523098040073,False
2024-05-02,382.2300109863281,0.0,0.055099999999999996,0.10979851253362337,379.0,2024-06-07,7.55,O:DIA240607C00379000,5.5,O:DIA240607P00379000,0.0892600103281582,0.1317135116749762,0.12655822249948984,0.016759709965866468,0.33360804282546863,0.05514100052527443,89.0086808797487,-54.345864183475356,0.11957192862438457,-2.776873219387805,156.69819966401667,0.6944860424307544,0.03198675063870948,43.037737314563735,-32.82721462673514,0.26609081739413215,-1.8847960333210634,117.69489959721956,-0.36087799960528577,0.02315424988656495,45.97094356518496,-21.51864955674021,-0.14651888876974759,-0.8920771860667417,39.003300066797124,False
2024-05-03,386.7699890136719,0.0,0.055099999999999996,0.11511648167758085,379.0,2024-06-07,7.55,O:DIA240607C00379000,2.24,O:DIA240607P00379000,0.0892600103281582,0.12295676597864193,0.00010000000000000002,-0.11501648167758084,0.5770775331500027,0.0448716063331045,69.9763112364081,-49.585169368740196,0.20840670946472475,-4.2735840917297105,434.7023604770893,0.8238989840524786,0.023800608737775012,31.527533937150384,-31.141823768438734,0.30533441765310676,-2.615888982113244,296.4675940845194,-0.24682145090247598,0.021070997595329485,38.44877729925771,-18.44334560030146,-0.096927708188382,-1.6576951096164663,138.2347663925699,False
2024-05-06,388.45001220703125,0.0,0.055099999999999996,0.11624090389205088,379.0,2024-06-07,7.55,O:DIA240607C00379000,1.91,O:DIA240607P00379000,0.0892600103281582,0.12655260083093506,0.00010000000000000002,-0.11614090389205088,0.6475993334002332,0.039727586257533025,61.32012233907807,-48.703390728654654,0.22616253497702554,-4.345679546308162,507.19229012847575,0.8639733226358994,0.020396420544482406,26.163260806139686,-30.08155372208033,0.30802965760548134,-2.6181998063915275,344.73273071102454,-0.2163739892356662,0.01933116571305062,35.15686153293838,-18.62183700657432,-0.0818671226284558,-1.727479739916634,162.4595594174512,False
2024-05-07,388.739990234375,0.0,0.055099999999999996,0.11625088241051697,379.0,2024-06-07,7.55,O:DIA240607C00379000,1.5,O:DIA240607P00379000,0.0892600103281582,0.11821287633610286,0.00010000000000000002,-0.11615088241051696,0.6806798299487359,0.0395456000715088,56.550847151844906,-46.5651274591734,0.22890063565353272,-4.524812256369751,544.7695648026634,0.8730540364317726,0.019849821212237367,24.437640196079798,-29.97180678147032,0.29852450805194186,-2.596911805685712,347.9730309859663,-0.1923742064830367,0.01969577885927143,32.11320695576511,-16.59332067770308,-0.06962387239840914,-1.9279004506840394,196.79653381669698,False
2024-05-08,390.4800109863281,0.0,0.055099999999999996,0.1094003996458189,379.0,2024-06-07,7.55,O:DIA240607C00379000,1.28,O:DIA240607P00379000,0.0892600103281582,0.12339600426687794,0.00010000000000000002,-0.10930039964581889,0.7413848125036236,0.03358915228543782,47.87467675724409,-45.22681502269127,0.23961651886861957,-4.295231700330484,579.6686017216828,0.9077520542212175,0.016059798681400086,19.081687686064424,-28.52815363021965,0.297447781258315,-2.409991324311971,368.98518905216787,-0.16636724171759387,0.01752935360403774,28.79298907117966,-16.698661392471617,-0.05783126238969544,-1.8852403760185126,210.68341266951495,False
2024-05-09,394.0,0.0,0.055099999999999996,0.11315981937737642,379.0,2024-06-07,7.55,O:DIA240607C00379000,0.89,O:DIA240607P00379000,0.0892600103281582,0.13015472666032324,0.00010000000000000002,-0.11305981937737641,0.8350079318258968,0.022831903549057092,33.520499707353295,-40.686926523667594,0.25931521774649785,-3.5176481979766825,575.0378525146125,0.95519383493097,0.009304135948784435,10.7434601652339,-25.55789323412132,0.2995179225993302,-1.769027373066491,341.53575470436704,-0.12018590310507316,0.013527767600272658,22.777039542119397,-15.129033289546273,-0.04020270485283233,-1.7486208249101916,233.5020978102454,False
2024-05-10,395.17999267578125,0.0,0.055099999999999996,0.10157737282850246,379.0,2024-06-07,7.55,O:DIA240607C00379000,0.71,O:DIA240607P00379000,0.0892600103281582,0.1305482841267087,0.00010000000000000002,-0.10147737282850246,0.8664343911996482,0.01945833256449588,27.766223046441823,-38.582922989594294,0.2569264876052549,-3.1546580095307113,541.868479531247,0.9677684116692897,0.007265911112496976,8.038339893062403,-24.603253108733117,0.28927186654732145,-1.4753020426678112,303.68182885709905,-0.10133402046964157,0.012192421451998902,19.72788315337942,-13.979669880861175,-0.03234537894206656,-1.6793559668629001,238.18665067414798,False
2024-05-13,394.4599914550781,0.0,0.055,0.09738126115367306,379.0,2024-06-07,7.55,O:DIA240607C00379000,0.74,O:DIA240607P00379000,0.0892600103281582,0.13116274695814634,0.00010000000000000002,-0.09728126115367305,0.8581788740351557,0.02094557295597886,28.30689847307956,-39.93328384179346,0.24173278355906627,-3.2410522311081165,531.7862001736714,0.9650622905998207,0.007980679767208763,8.357103860621066,-24.940198805786686,0.27407895023013606,-1.5457433948468677,303.4918233524394,-0.10688341656466505,0.012964893188770098,19.949794612458494,-14.993085036006777,-0.032346166671069786,-1.6953088362612485,228.294376821232,False
2024-05-14,395.5799865722656,0.0,0.055,0.09738676997467535,379.0,2024-06-07,7.55,O:DIA240607C00379000,0.54,O:DIA240607P00379000,0.0892600103281582,0.12912377348378914,0.00010000000000000002,-0.09728676997467535,0.8906012357659883,0.017460184202842736,22.501657256376404,-37.00128868591715,0.23829346284520325,-2.859269449619632,493.725123230936,0.9756626415176819,0.006055252410242193,6.04129121570335,-24.003689089223307,0.26271388409168395,-1.2467993341787365,259.86524962995475,-0.08506140575169363,0.011404931792600543,16.460366040673055,-12.997599596693846,-0.02442042124648069,-1.6124701154408956,233.85987360098122,False
