Date,Transaction,Earned
2024-05-20,long,0.0
2024-05-21,close,0.19645078786643078
2024-05-24,short,0.0
2024-05-31,close,0.24481203624020573
2024-06-03,short,0.0
2024-06-21,close,0.07983359116198567
2024-06-25,short,0.0
2024-06-28,close,0.18694097314653155
2024-07-01,short,0.0
2024-07-08,rehedge,-0.7656689025879884
2024-07-22,close,0.3529996199107196
2024-07-26,short,0.0
2024-07-31,close,0.16258094435268083
2024-08-01,long,0.0
2024-08-02,rehedge,4.969496898175009
2024-08-13,close,0.8709511308997208
2024-08-20,long,0.0
2024-08-21,close,0.36503774796468913
2024-08-22,long,0.0
2024-08-23,close,1.1037426207616432
2024-08-26,long,0.0
2024-08-29,close,0.7783095867511463
2024-10-01,short,0.0
2024-10-31,close,-0.20703585498986965
2024-11-01,long,0.0
2024-11-07,rehedge,0.6665920318124359
2024-11-29,close,-0.19699446341879168
2024-12-04,short,0.0
2024-12-18,close,-0.2865354797742047
2024-12-19,long,0.0
2024-12-20,close,0.2469919157808615
2024-12-24,short,0.0
2024-12-26,close,0.3854620686926832
2024-12-27,short,0.0
2024-12-30,close,0.16360905661190012
2025-01-29,short,0.0
2025-01-31,close,1.2357865307319167
2025-02-03,long,0.0
2025-02-12,rehedge,0.7530955431035384
2025-02-21,close,0.6186485463450457
2025-03-11,long,0.0
2025-03-12,close,0.8080708892603836
2025-04-01,short,0.0
2025-04-08,rehedge,-0.8126004088532016
2025-04-09,close,-0.35909292932414205
2025-04-21,short,0.0
2025-04-22,close,0.4020099598440216
2025-04-25,long,0.0
2025-04-30,close,0.10549961724433232
2025-05-01,long,0.0
2025-05-08,close,0.0349514333643772
2025-05-09,short,0.0
2025-05-30,close,-0.303141576852537
2025-06-05,short,0.0
2025-06-10,close,-0.07581200887613554
2025-07-10,short,0.0
2025-07-25,close,-0.5573408152418156
2025-07-29,long,0.0
2025-07-30,close,0.16211134083671225
2025-08-21,long,0.0
2025-08-25,close,0.37707474543881525
2025-08-26,long,0.0
2025-08-28,close,0.6780829568753884
2025-09-24,short,0.0
2025-09-30,close,0.2160309236015161
2025-10-16,short,0.0
2025-10-28,rehedge,-1.4984099997149303
2025-10-31,close,0.7434387053495194
2025-11-12,long,0.0
2025-11-18,rehedge,-0.1990891585866251
2025-11-25,close,0.09077916515842839
2025-12-02,long,0.0
2025-12-12,rehedge,0.7040404097747519
2025-12-24,close,0.2298986317118025
2025-12-26,long,0.0
2025-12-29,close,0.10378739133584863
2025-12-30,short,0.0
2025-12-31,close,0.2765274778817198
2026-01-02,short,0.0
2026-01-14,close,0.7105391801082811
2026-01-21,long,0.0
2026-01-22,close,5.8441683585965185
2026-01-23,long,0.0
2026-01-30,close,-0.05683818006640373
2026-02-23,short,0.0
2026-02-25,rehedge,-0.11505743834101878
2026-02-27,close,0.22876230577066806
2026-03-02,short,0.0
2026-03-20,close,-0.015564362839895957
2026-03-23,long,0.0
2026-03-31,close,-1.2977872204467498
