Date,Transaction,Earned
2024-06-21,long,0.0
2024-06-24,close,0.04790743920940819
2024-07-01,short,0.0
2024-07-03,rehedge,0.0
2024-07-05,rehedge,0.0
2024-07-08,rehedge,0.0
2024-07-09,rehedge,0.0
2024-07-11,rehedge,0.04918591751082847
2024-07-12,rehedge,0.0
2024-07-19,rehedge,-0.05796086301330157
2024-07-22,close,0.04391621026072489
2024-07-29,short,0.0
2024-07-30,rehedge,-0.0036584875020832497
2024-07-31,close,-0.10500951328149023
2024-08-01,long,0.0
2024-08-02,rehedge,0.759496898175009
2024-08-05,rehedge,0.0
2024-08-08,rehedge,-0.044186030779437474
2024-08-09,rehedge,0.0
2024-08-15,rehedge,-0.035153037446833374
2024-08-19,rehedge,0.024178969448257998
2024-08-22,rehedge,0.0
2024-08-28,rehedge,0.0
2024-08-30,close,1.0705110976323147
2024-10-25,short,0.0
2024-10-28,rehedge,-0.00755478035201055
2024-10-30,rehedge,-0.01838090474506685
2024-10-31,close,0.10210421319714404
2024-11-08,long,0.0
2024-11-12,rehedge,0.42332135886671984
2024-11-13,rehedge,0.0
2024-11-15,rehedge,0.20162014836648906
2024-11-18,rehedge,0.0
2024-11-19,rehedge,0.17136808455578859
2024-11-20,rehedge,0.10336414759925819
2024-11-21,rehedge,0.0
2024-11-22,rehedge,0.0
2024-11-26,rehedge,0.13566479212415303
2024-11-27,rehedge,0.21196531093735457
2024-11-29,close,0.39619055559050353
